symbol,token
UTKARSHBNK,4443649
UTLSOLAR,194528257
UTSSAV-SM,6329857
UTTAMSUGAR,3424257
UWCSL-SM,1521921
UYFINCORP,6560257
V2RETAIL,3780097
VADILALIND,6194177
VAIBHAVGBL,2909185
VAISHALI,4246785
VAKRANGEE,3415553
VAL30IETF,6617857
VAL30IINAV,6618625
VALIANTLAB,4919809
VALIANTORG,84481
VALUE,194946817
VALUEINAV,7836929
VARDHACRLC,2872321
VARDMNPOLY-BE,1764609
VARROC,987393
VASA-SM,326145
VASCONEQ,4636161
VASWANI,6487041
VBL,4843777
VCL,2309121
VDEAL-SM,6413825
VEDL,784129
VEEDOL,3588865
VEEKAYEM-SM,2741761
VELS-SM,3735041
VENKEYS,961793
VENTIVE,7384833
VENUSPIPES,2455553
VENUSREM,3547905
VERANDA,2275841
VERA-SM,682497
VERITAAS-SM,6086401
VERTEXPLUS-SM,3709697
VERTIS-IV,2753793
VERTOZ,4828929
VESUVIUS,941057
VETO,2214913
VGINFOTECH-SM,193807361
VGL,3525377
VGUARD,3932673
VHL,3044353
VHLTD-BE,5986817
VIAZ-SM,3664897
VICTORYEV-SM,194736897
VIDHIING,3465217
VIDYAWIRES,194617345
VIESL-SM,6459137
VIGOR-SM,194277889
VIJAYA,1429761
VIJAYPD-ST,194591745
VIJIFIN-BE,4529921
VIKASECO,6593537
VIKASLIFE,2542337
VIKRAMSOLR,194419969
VIKRAN,194297089
VILAS-SM,6120705
VILINBIO-ST,4341761
VIMTALABS,3353857
VINATIORGA,4445185
VINCOFE,6613761
VINDHYATEL,945665
VINEETLAB,974593
VINNY,3197441
VINSYS-SM,4581889
VINYAS-SM,4916737
VINYLINDIA,4306177
VIPCLOTHNG,3799809
VIPIND,947969
VIPULLTD-BE,2159873
VIRINCHI,3915521
VISAKAIND,1080577
VISAMAN-ST,6214913
VISASTEEL,3403521
VISHNU,1768449
VISHNUINFR-SM,4940801
VISHWARAJ,3507713
VISHWAS-SM,5982721
VITAL,194853889
VIVIANA-SM,2807553
VIVIDEL-ST,195013377
VIVIDHA,7648513
VIVIMEDLAB,3063041
VIVO-SM,1948161
VIYASH,3659777
VLEGOV,4611073
VLINFRA-SM,6299137
VLSFINANCE,951041
VMARCIND-SM,816129
VMART,7496705
VMM,7160065
VMSTMT,194342913
VOLERCAR-SM,7592449
VOLTAMP,3475713
VOLTAS,951809
VPRPL,4695297
VRAJ,6226177
VRLLOG,2226177
VR-SM,5892609
VSCL-SM,5369089
VSSL,6929153
VSTIND,953345
VSTL,5818881
VSTTILLERS,6218753
VTL,530689
WAAREEENER,6632193
WAAREEINDO,5108481
WAAREERTL,193545729
WABAG,5168129
WAKEFIT,194626305
WALCHANNAG,956417
WALPAR-SM,1283329
WANBURY-BE,3601153
WCIL,6503169
WEALTH,492289
WEBELSOLAR,3738113
WEIZMANIND,959489
WEL,2005761
WELCORP,3026177
WELENT,2976257
WELINV,5068801
WELSPUNLIV,2880769
WENDT,1084161
WESTLIFE,2964481
WEWIN,2524673
WEWORK,194415105
WHEELS,964097
WHIRLPOOL,4610817
WHITEFORCE-SM,193962241
WILLAMAGOR,965633
WINDLAS,1373697
WINDMACHIN,6392065
WINNY-SM,6188289
WINSOL-SM,6070785
WINSOME-BZ,3777793
WIPL,5243137
WIPRO,969473
WOCKPHARMA,1921537
WOL3D-SM,6554113
WOMANCART-SM,5024513
WONDERLA,768513
WORTHPERI,5702913
WSI,3795969
WSTCSTPAPR,972545
WTICAB-SM,5817601
XCHANGING,2996481
XELPMOC,2170113
XPROINDIA,2920193
XTGLOBAL,6460161
YAAP-SM,194782721
YASHO,4641537
YASHOPTICS-SM,6003457
YATHARTH,4540929
YATRA,4802561
YCCL-SM,4512513
YESBANK,3050241
YUDIZ-ST,4621057
YUKEN,1408257
ZAGGLE,4763649
ZEAL-SM,4548097
ZEEL,975873
ZEELEARN,5338113
ZEEMEDIA-BE,3585537
ZENITHDRUG-SM,5837569
ZENITHEXPO,1069057
ZENITHSTL,3727873
ZENSARTECH,275457
ZENTEC,1922049
ZFCVINDIA,4330241
ZIMLAB,3170305
ZODIAC,1825025
ZODIACLOTH,978177
ZOTA,2916865
ZTECH-SM,6137857
ZUARI,7436801
ZUARIIND,979713
ZYDUSLIFE,2029825
ZYDUSWELL,4514561
